Artist and Title,Days,Pk,(x?),Total,Today
Zac Efron & Zendaya - Rewrite the Stars,335,27,,1142978,32
Selena Gomez - The Heart Wants What It Wants,134,4,,1140010,0
Bruno Mars - Versace on the Floor,222,24,,1139399,94
Mohombi - Bumpy Ride,188,25,,1139089,0
Selena Gomez - Same Old Love,183,4,,1138426,16
Shawn Mendes - If I Can't Have You,161,1,(x6),1138095,85
James Blunt - Bonfire Heart,169,25,,1137751,32
Mike Perry - The Ocean,168,20,,1137705,133
Ed Sheeran - Lego House,141,51,,1134489,19
Katy Perry - Swish Swish,181,6,,1132853,0
Little Mix - Secret Love Song,174,42,,1131375,51
Hailee Steinfeld & Grey - Starving,170,17,,1128667,16
One Direction - One Thing,294,43,,1127839,0
Britney Spears - Work Bitch,121,4,,1125912,13
Post Malone - Psycho,203,8,,1119443,48
Chris Stapleton - Tennessee Whiskey,115,56,,1118290,552
Avicii - Without You,159,7,,1117284,0
Taylor Swift - ...Ready For It,146,1,(x3),1116939,172
Britney Spears - Hold It Against Me,103,2,(x9),1114366,0
Beyoncé - Best Thing I Never Had,139,18,,1114250,0
Shakira - Try Everything,178,20,,1112540,997
"The Weeknd, Kendrick Lamar - Pray For Me",142,3,(x1),1110900,16
Blanco Brown - The Git Up,243,14,,1110316,1311
Carlos Vives - Volví a Nacer,92,58,,1108035,336
Ed Sheeran - Happier,211,15,,1106637,0
"Alicia Keys - Empire State of Mind, Pt. 2",112,43,,1106511,0
Arctic Monkeys - Do I Wanna Know,146,7,,1105815,258
"Flo Rida - I Don't Like It, I Love It",160,19,,1105627,0
Ellie Goulding - Still Falling for You,133,14,,1105315,7
Simple Plan - Summer Paradise,175,28,,1104331,0
Pharrell Williams - Freedom,132,3,(x2),1099228,34
Billie Eilish - when the party's over,350,14,,1093320,4741
Eminem - Berzerk,123,5,,1091903,0
Bruno Mars - Count On Me,--,105,,1090296,94
Gente de Zona - La Gozadera,225,58,,1087906,105
Olly Murs - Up,217,33,,1085351,0
The Wanted - Chasing the Sun,188,25,,1083164,0
Triggerfinger - I Follow Rivers,181,59,,1071662,113
Nicki Minaj - Anaconda,125,12,,1070881,0
G-Eazy & Halsey - Him & I,163,13,,1067790,0
X Ambassadors - Renegades,216,31,,1063420,0
LMFAO - Champagne Showers,199,21,,1062948,0
Jax Jones - Breathe,219,21,,1060919,0
Dr. Dre - I Need a Doctor,136,11,,1057603,0
James Morrison - I Won't Let You Go,159,20,,1056671,0
The Weeknd - Blinding Lights,68,2,(x5),1053328,18500
Adele - All I Ask,94,8,,1052170,94
James Newton Howard - The Hanging Tree,139,1,(x9),1052152,0
Marlon Roudette - New Age,267,37,,1049850,24
Beyoncé - Love On Top,125,33,,1048465,30
ADELE - Make You Feel My Love,71,33,,1047476,65
Swedish House Mafia - One,154,18,,1045347,0
Enrique Iglesias - Loco,9,86,,1044981,81
Route 94 - My Love,173,26,,1044188,15
The Killers - Human,2,104,,1042549,53
Ariana Grande - Dangerous Woman,126,1,(x2),1040753,0
Beyoncé - Formation,129,1,(x4),1039770,0
Tom Odell - Another Love,76,61,,1037092,58
Aloe Blacc - The Man,148,13,,1033224,0
Sam Hunt - Body Like a Back Road,284,50,,1027011,0
Sigma - Nobody to Love,171,27,,1025385,26
Michael Jackson - Hold My Hand,103,4,,1023741,0
Demi Lovato - Sorry Not Sorry,185,2,(x1),1022202,35
Selena Gomez - Lose You to Love Me,105,1,(x7),1019550,4678
Florence + The Machine - Dog Days Are Over,83,44,,1018863,32
Jonas Brothers - Only Human,212,14,,1017324,2899
Gossip - Heavy Cross,59,36,,1016565,109
Meghan Trainor - Me Too,169,25,,1012054,32
Swedish House Mafia - Greyhound,170,23,,1007166,0
LMFAO - Sorry for Party Rocking,139,23,,1005715,0
Amy Macdonald - This Is the Life,40,73,,1003946,52
J Balvin - Ginza,237,66,,1003526,0
Khaled - C'est la vie,--,103,,1001666,0
NF - Let You Down,174,22,,1000367,33
Macklemore & Ryan Lewis - Downtown,140,14,,999724,0
Bebe Rexha & Florida Georgia Line - Meant to Be,219,19,,997971,87
Nickelback - When We Stand Together,161,17,,997174,3
Jason Derülo - It Girl,157,12,,996103,0
Pitbull & Ne-Yo - Time of Our Lives,166,20,,995290,0
"Kendrick Lamar, SZA - All The Stars",136,5,,992307,17
Major Lazer - Watch Out For This,175,37,,989329,0
Madonna - Give Me All Your Luvin',83,1,(x3),986866,0
Stromae - Formidable,165,56,,986480,56
Starley - Call on Me,174,19,,984486,0
Maroon 5 - Cold,126,7,,982636,0
Birdy - Wings,135,33,,981334,98
Chris Brown - Turn Up the Music,153,23,,978989,0
Bad Wolves - Zombie,219,22,,977888,85
Lorde - Green Light,137,3,(x1),975096,36
Selena Gomez - Slow Down,199,14,,975077,24
Freya Ridings - Castles,234,19,,972744,4005
Anna Naklab - Supergirl,188,40,,972335,14
Sean Paul - No Lie,202,27,,967961,32
John Legend - Love Me Now,151,12,,966933,0
David Guetta - When Love Takes Over,55,59,,966503,60
Lizzo - Good as Hell,193,6,,964288,4632
Pentatonix - Hallelujah,173,11,,964030,0
Nicki Minaj - Pound the Alarm,147,14,,963767,0
Robin Schulz - Headlights,160,24,,963112,0
Niall Horan - This Town,146,1,(x3),961435,0
Adam Levine - Lost Stars,54,30,,958052,42
Fonseca - Eres Mi Sueño,--,131,,953131,322
One Direction - Night Changes,151,1,(x3),952468,32
Rudimental - Feel the Love,149,36,,952003,30
Jason Derülo - The Other Side,165,20,,948921,0
Cheat Codes - No Promises,170,6,,943570,0
Snow Patrol - Called Out In the Dark,159,19,,942748,0
Alejandro Fernández - Hoy Tengo Ganas De Ti,29,74,,942455,45
Sigala - Easy Love,151,19,,940910,0
Ricky Martin - Vente Pa' Ca,240,56,,939174,73
The Script - The Man Who Can't Be Moved,--,113,,934989,89
Sara Bareilles - Brave,128,45,,934259,0
Swedish House Mafia & Tinie Tempah - Miami 2 Ibiza,148,15,,932624,0
Alexis Jordan - Happiness,193,28,,932192,16
Alejandro Sanz - No Me Compares,135,34,,930345,0
Zedd - Stay the Night,186,27,,929987,0
DJ Snake & AlunaGeorge - You Know You Like It,154,30,,928702,17
Mumford & Sons - Little Lion Man,109,52,,926293,32
The White Stripes - Seven Nation Army,6,70,,926162,151
Fetty Wap - Trap Queen,166,35,,922745,0
Katy Perry - Never Really Over,130,1,(x4),922038,83
Queen - We Are the Champions,171,19,,919392,451
Far East Movement - Live My Life,137,8,,913801,0
Don Omar - Hasta Que Salga el Sol,47,44,,913649,0
Alok & Bruno Martini - Hear Me Now,171,39,,913293,0
Kygo & Miguel - Remind Me to Forget,195,9,,912864,0
Adele - Water Under the Bridge,165,13,,908938,0
Lizzo - Truth Hurts,291,20,,908461,1332
Alvaro Soler - El Mismo Sol,146,38,,905218,0
Maluma - Felices los 4,254,39,,904866,71
Hurts - Wonderful Life,162,19,,903956,4
Kanye West - All of the Lights,140,25,,903042,32
Lenny Kravitz - The Chamber,194,33,,902492,21
Prince Royce - Darte un Beso,1,96,,901050,248
Ariana Grande - God is a woman,127,1,(x3),900205,0
Jennifer Lopez - Live It Up,119,11,,899066,23
Future - Mask Off,148,31,,894191,0
Taylor Swift - 22,142,31,,893623,0
Beyoncé - Sorry,137,10,,893446,0
"Christina Perri - A Thousand Years, Pt. 2",92,9,,892612,39
Maroon 5 - She Will Be Loved,4,40,,891149,128
One Direction - Kiss You,123,19,,887520,7
Sia - Alive,154,4,,886615,32
Leona Lewis - Run,114,49,,885865,49
Ed Sheeran - South of the Border,178,5,,883719,4229
Drake - Passionfruit,110,8,,881705,0
Muse - Uprising,67,53,,881514,6
Tacabro - Tacatà,152,26,,879074,0
Olly Murs - Heart Skips a Beat,195,52,,878939,41
"Dan + Shay & Justin Bieber - 10,000 Hours",124,2,(x2),878693,3949
Robin Schulz - Speechless,216,29,,878198,32
Sam Smith - Lay Me Down,130,9,,877131,32
George Ezra - Blame It on Me,177,43,,875913,0
Chris Rea - Driving Home for Christmas,221,18,,875795,0
Bebe Rexha - Meant to Be,163,19,,875499,0
"Ziv Zaifman, Hugh Jackman & Michelle Williams - A Million Dreams",340,39,,872455,34
Daddy Yankee - Dura,238,36,,872001,3
Stromae - Tous les mêmes,140,52,,870788,0
"Alan Walker, Sabrina Carpenter & Farruko - On My Way",264,5,,868511,677
Drake - Nice For What,125,4,,868116,0
Kwabs - Walk,197,45,,867638,8
Bazzi - Mine,184,18,,866199,0
Caro Emerald - A Night Like This,157,50,,864089,28
The Black Eyed Peas & J Balvin - RITMO,117,13,,862694,7239
Macklemore - Glorious,184,28,,862249,0
Ariana Grande - Focus,94,2,(x2),861369,25
Selena Gomez - Bad Liar,113,2,(x1),861052,0
Tove Lo - Stay High,164,34,,856719,0
Lady GaGa - Yoü and I,120,16,,856564,0
Cardi B - Bodak Yellow,221,26,,855379,11
Nirvana - Smells Like Teen Spirit,5,92,,853661,318
Calum Scott & Leona Lewis - You Are the Reason,307,13,,852121,78
Avicii - You Make Me,152,25,,851391,3
Madcon - Glow,175,39,,850821,0
Red Hot Chili Peppers - The Adventures of Rain Dance Maggie,124,3,(x1),849473,0
Empire of the Sun - We Are the People,151,41,,849247,19
Sia - Unstoppable,186,9,,848973,2815
Calvin Harris - Bounce,146,31,,848815,0
Grace - You Don't Own Me,105,44,,847578,0
CNCO & Little Mix - Reggaetón Lento,182,5,,847382,0
Ne-Yo - Beautiful Monster,118,16,,847300,0
Becky G - Shower,167,37,,846842,0
Zara Larsson - Uncover,76,78,,846731,0
Sam Hunt - Take Your Time,20,74,,846626,0
Whitney Houston - I Will Always Love You,34,1,(x1),845275,127
DAOKO×米津玄師 - Uchiagehanabi,278,83,,844898,153
Hebe Tien - A Little Happiness,--,136,,843562,13
Ellie Goulding - How Long Will I Love You,145,50,,840926,32
Omi - Hula Hoop,154,22,,840478,0
Lady Gaga - The Cure,120,1,(x3),839919,0
Muse - Madness,139,6,,839737,0
Coldplay - Yellow,5,88,,839080,225
Madcon - Freaky Like Me,206,36,,837327,21
Avril Lavigne - Head Above Water,171,1,(x4),837303,0
"David Guetta, Bebe Rexha & J Balvin - Say My Name",192,22,,835580,0
Enrique Iglesias - I Like How It Feels,119,25,,832214,0
Post Malone - I Fall Apart,254,47,,831701,32
Tiësto & Dzeko - Jackie Chan,169,14,,830687,0
AC/DC - Highway to Hell,17,18,,829571,454
Avicii - The Days,122,5,,829038,0
OneRepublic - Secrets,90,48,,828647,12
Armin van Buuren - Blah Blah Blah,216,35,,826197,242
Wisin - Adrenalina,22,88,,823354,142
Bastille - Of the Night,152,30,,822680,0
Andreas Bourani - Auf uns,24,79,,821833,71
5 Seconds of Summer - She Looks So Perfect,134,4,,821785,0
Lady GaGa & Beyoncé - Telephone,116,32,,819638,0
Linkin Park - Numb,25,2,(x2),818574,134
Adele - Rumour Has It,155,50,,818460,0
The Weeknd - Call Out My Name,136,1,(x1),818283,52
Cris Cab - Liar Liar,126,34,,817717,0
Franco de Vita - Tan Sólo Tú,25,62,,817531,63
Robbie Williams - Love My Life,152,19,,817339,8
Lil Wayne - Mirror,140,24,,817043,0
Florence + The Machine - Shake It Out,160,29,,816675,0
One Direction - History,130,7,,816166,0
The Black Eyed Peas - Meet Me Halfway,60,57,,814713,51
米津玄師 - LOSER,193,127,,814598,396
Lost Frequencies & Zonderling - Crazy,230,37,,814517,0
One Direction - Little Things,119,6,,814232,0
Demi Lovato - Give Your Heart a Break,150,69,,813144,0
David Guetta - Bang My Head,145,15,,812258,0
Michael Bublé - It's a Beautiful Day,146,22,,811181,0
M83 - Midnight City,13,64,,810262,268
Martin Garrix - Ocean,153,6,,810166,0
Taio Cruz - Break Your Heart,113,21,,808982,27
Auli'i Cravalho - How Far I'll Go,136,33,,806994,68
Khalid - Talk,216,15,,805990,142
Daft Punk - Lose Yourself to Dance,116,40,,805806,54
Olly Murs - Dear Darlin',173,48,,805309,25
Juice WRLD - Lucid Dreams,232,16,,803284,153
Katy Perry - Rise,80,1,(x7),802843,0
"Meduza, Becky Hill & GOODBOYS - Lose Control",117,13,,801886,6833
DJ Antoine - Ma chérie,139,59,,801530,16
Sam Smith - Money On My Mind,124,27,,801398,0
Ke$ha - Take It Off,118,18,,799290,0
Beyoncé - Single Ladies,22,77,,799218,48
NEIKED - Sexual,150,28,,797943,0
Anna Kendrick - Cups,124,65,,797363,0
London Grammar - Strong,131,40,,795152,162
LunchMoney Lewis - Bills,167,38,,792981,0
The Script - For the First Time,127,24,,792937,0
Little Mix - Black Magic,141,12,,791231,0
Justin Timberlake - Not a Bad Thing,125,33,,789444,0
Aerosmith - I Don't Want to Miss a Thing,2,93,,789006,146
G-Eazy & Kehlani - Good Life,108,10,,787014,0
ONE OK ROCK - Wherever You Are,3,134,,786603,277
BTS - Boy With Luv,223,1,(x4),784761,665
XXXTENTACION - Sad,176,2,(x1),784749,0
Oasis - Wonderwall,11,22,,784391,138
BLACKPINK - DDU-DU DDU-DU,335,9,,782337,159
Queen - I Want to Break Free,161,21,,781622,37
Phillip Phillips - Home,79,71,,781613,0
Avril Lavigne - Here's To Never Growing Up,126,8,,780424,0
Tyga - Taste,187,29,,779588,0
Tracy Chapman - Fast Car,20,53,,779409,82
Little Mix - Shout Out to My Ex,112,4,,778843,0
Sia - Never Give Up,161,33,,777350,0
Bon Jovi - It's My Life,4,61,,776633,191
Fall Out Boy - My Songs Know What You Did In the Dark,116,12,,775763,32
Lauv & Troye Sivan - i'm so tired...,160,6,,774005,46
Dan + Shay - Tequila,315,44,,773712,223
Marshmello - Here With Me,147,12,,773168,185
Maître Gims - Est-ce que tu m'aimes,13,82,,772400,49
Machine Gun Kelly & Camila Cabello - Bad Things,129,13,,771861,0
Otto Knows - Million Voices,180,49,,771801,0
Kesha - Praying,173,9,,770817,0
Kygo - Stargazing,187,14,,769773,0
"Skrillex & Damian ""Jr. Gong"" Marley - Make It Bun Dem",59,47,,768833,46
John Lennon - Imagine,37,18,,768580,80
Shakira - Addicted to You,146,40,,768282,33
U2 - With or Without You,10,80,,766941,16
Calvin Harris - Let's Go,161,32,,766018,0
MØ - Final Song,136,34,,765780,0
Coldplay - Clocks,6,86,,765686,66
Radiohead - Creep,5,75,,765535,159
Cee Lo Green - Forget You,182,39,,764620,0
Zedd - I Want You to Know,128,3,(x2),763783,0
Louis Tomlinson - Back to You,106,2,(x1),762564,0
Duffy - Mercy,1,97,,761697,14
Rihanna - You Da One,130,23,,759849,0
Robbie Williams & Gary Barlow - Shame,111,11,,757615,0
Alec Benjamin - Let Me Down Slowly,237,30,,757156,66
Flo Rida - Right Round,1,100,,756920,24
Rudimental - Lay It All On Me,139,19,,755319,0
Shakira - La La La,83,9,,755189,110
Coldplay - Christmas Lights,81,1,(x3),755178,0
Wisin & Yandel - Follow The Leader,114,40,,754207,0
Chino & Nacho - Andas En Mi Cabeza,2,95,,754074,188
Brooke Fraser - Something In the Water,130,53,,753983,0
Don Omar - Dutty Love,57,46,,751981,90
Mariah Carey - #Beautiful,111,10,,751531,0
Rita Ora - I Will Never Let You Down,151,36,,749411,0
Lukas Graham - Mama Said,99,54,,748502,0
Travis Scott - SICKO MODE,238,19,,746659,91
Taylor Swift - Delicate,192,18,,744253,132
Danny Ocean - Me Rehúso,155,56,,742941,8
Martin Solveig & GTA - Intoxicated,185,50,,737352,0
Khalid & Normani - Love Lies,256,28,,734631,0
Kelly Clarkson - Heartbeat Song,131,23,,734372,0
Lenka - Everything At Once,164,37,,734234,87
Bad Bunny - MIA,167,6,,733778,98
Enrique Iglesias - Dirty Dancer,119,20,,733547,0
Rudimental - Waiting All Night,124,40,,732199,7
Jeff Buckley - Hallelujah,31,49,,730619,53
The Killers - Mr. Brightside,11,88,,728645,371
André Hazes Jr. - Leef,64,148,,727349,148
Mike Will Made-It - 23,133,20,,727199,0
"Kristen Bell, Agatha Lee Monn & Katie Lopez - Do You Want to Build a Snowman",137,59,,725912,85
Keane - Somewhere Only We Know,6,89,,725577,84
Timmy Trumpet & Savage - Freaks,128,48,,723871,172
Kelly Clarkson - Mr. Know It All,131,18,,723661,0
Maroon 5 - Misery,90,15,,723521,0
Zara Larsson - Ain't My Fault,118,20,,723497,0
Train - Play That Song,137,47,,723204,0
Family of the Year - Hero,29,74,,720122,0
Chris Brown - Loyal,115,42,,719725,8
Guns N' Roses - November Rain,--,129,,719172,131
Tim Berg - Seek Bromance,156,33,,717158,0
Eliza Doolittle - Pack Up,161,34,,716119,0
Ed Sheeran - Cross Me,117,3,(x3),715139,97
Marshmello & Kane Brown - One Thing Right,228,29,,713928,990
G.R.L. - Ugly Heart,164,52,,712959,16
Mark Forster - Au revoir,111,77,,711934,85
Demi Lovato - Cool for the Summer,118,1,(x1),711599,0
Hailee Steinfeld & BloodPop® - Capital Letters,163,4,,711307,51
Tinie Tempah - Girls Like,136,30,,709718,0
Marlon Roudette - When the Beat Drops Out,151,45,,708226,0
Lloyd - Dedication to My Ex,169,38,,708129,0
"Silk City, Dua Lipa - Electricity",147,1,(x1),706488,32
Amy Winehouse - Back to Black,26,5,,706397,51
Selena Gomez - Kill Em With Kindness,114,25,,704982,0
Big Shaq - Man's Not Hot,140,24,,704936,0
David Guetta - Memories,106,30,,703184,0
Rihanna - Cheers,113,20,,702303,7
Ellie Goulding - Anything Could Happen,143,53,,701745,0
Shakira - Dare,152,27,,700823,0
Tiësto - Red Lights,129,35,,700491,0
Amy Winehouse - Rehab,24,3,(x4),698977,16
John Mayer - New Light,295,10,,698695,125
Far East Movement - Turn Up the Love,130,44,,698677,0
Die Toten Hosen - Tage wie diese,33,92,,698238,190
Alan Walker - The Spectre,139,30,,693807,0
Dawin - Dessert,121,69,,692574,50
